tweet_id,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,Prediction
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,three-toed_sloth,0.914671,otter,0.01525,great_grey_owl,0.0132072,not dog
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,ox,0.416669,newfoundland,0.278407,groenendael,0.102643,mixed
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,golden_retriever,0.8587440000000001,chesapeake_bay_retriever,0.0547868,labrador_retriever,0.0142409,dog
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,malamute,0.33687399999999995,siberian_husky,0.147655,eskimo_dog,0.0934124,dog
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,guinea_pig,0.996496,skunk,0.00240245,hamster,0.0004608630000000001,not dog
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,soft-coated_wheaten_terrier,0.326467,afghan_hound,0.25955100000000003,briard,0.206803,dog
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,chihuahua,0.978108,toy_terrier,0.00939697,papillon,0.00457681,dog
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,black-and-tan_coonhound,0.529139,bloodhound,0.24422,flat-coated_retriever,0.17381,dog
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,coho,0.40464,barracouta,0.271485,gar,0.189945,not dog
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,toy_terrier,0.14968,papillon,0.148258,chihuahua,0.14286,dog
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,blenheim_spaniel,0.906777,cocker_spaniel,0.0903464,shih-tzu,0.00111687,dog
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,pembroke,0.371361,chow,0.249394,pomeranian,0.241878,dog
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,llama,0.505184,irish_terrier,0.104109,dingo,0.0620712,mixed
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,chesapeake_bay_retriever,0.18413,chain_saw,0.056775300000000015,power_drill,0.0367634,mixed
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,chihuahua,0.6718529999999999,beagle,0.12468,saluki,0.044094199999999986,dog
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,curly-coated_retriever,0.32208400000000004,giant_schnauzer,0.287955,labrador_retriever,0.166331,dog
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,dalmatian,0.278954,labrador_retriever,0.237612,great_pyrenees,0.171106,dog
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,ibizan_hound,0.0443334,pembroke,0.0432093,west_highland_white_terrier,0.0389056,dog
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,border_collie,0.447803,english_springer,0.170497,collie,0.139206,dog
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,german_shepherd,0.975401,beagle,0.00868727,bloodhound,0.00539404,dog
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,labrador_retriever,0.887707,chihuahua,0.029307,french_bulldog,0.0207563,dog
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,miniature_poodle,0.546933,cocker_spaniel,0.165255,toy_poodle,0.0959589,dog
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,seat_belt,0.375057,miniature_pinscher,0.167175,chihuahua,0.0869506,mixed
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,italian_greyhound,0.618316,weimaraner,0.151363,vizsla,0.08598910000000001,dog
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,snail,0.999888,slug,5.51417e-05,acorn,2.6258e-05,not dog
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,english_setter,0.32879200000000003,brittany_spaniel,0.283545,ibizan_hound,0.0574615,dog
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,miniature_schnauzer,0.496953,standard_schnauzer,0.28527600000000003,giant_schnauzer,0.07376369999999999,dog
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,maltese_dog,0.359383,teddy,0.148759,west_highland_white_terrier,0.106007,mixed
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,airedale,0.448459,toy_poodle,0.12403,teddy,0.110183,mixed
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,triceratops,0.442113,armadillo,0.114071,common_iguana,0.0432553,not dog
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,swab,0.589446,chain_saw,0.190142,wig,0.0345097,not dog
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,hay,0.507637,rottweiler,0.0624899,water_buffalo,0.0484247,mixed
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,hyena,0.98723,african_hunting_dog,0.0126008,coyote,5.735010000000001e-05,not dog
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,golden_retriever,0.765266,labrador_retriever,0.206694,seat_belt,0.0106669,mixed
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,chesapeake_bay_retriever,0.825678,vizsla,0.090998,kelpie,0.0229562,dog
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,jigsaw_puzzle,0.560001,doormat,0.103259,space_heater,0.042568,not dog
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,chihuahua,0.483682,pug,0.0924939,brabancon_griffon,0.057495400000000016,dog
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,chihuahua,0.959514,italian_greyhound,0.00537015,pomeranian,0.00264133,dog
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,pembroke,0.741563,chihuahua,0.0578659,toy_poodle,0.0391251,dog
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,west_highland_white_terrier,0.747713,samoyed,0.243629,toy_poodle,0.00180397,dog
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,toy_poodle,0.535411,pomeranian,0.08754400000000001,miniature_poodle,0.06205,dog
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,golden_retriever,0.471351,miniature_poodle,0.0919921,standard_poodle,0.08738539999999999,dog
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,miniature_pinscher,0.140173,rottweiler,0.13409400000000002,beagle,0.08189980000000001,dog
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,giant_schnauzer,0.8412649999999999,lakeland_terrier,0.0527442,irish_water_spaniel,0.0344017,dog
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,toy_poodle,0.266437,chihuahua,0.243223,bluetick,0.0728063,dog
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,soft-coated_wheaten_terrier,0.318981,lakeland_terrier,0.215218,toy_poodle,0.106014,dog
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,vizsla,0.25924899999999995,chesapeake_bay_retriever,0.176293,weimaraner,0.112369,dog
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,golden_retriever,0.949892,irish_setter,0.0105638,chesapeake_bay_retriever,0.00582141,dog
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,vacuum,0.33583,swab,0.265278,toilet_tissue,0.140703,not dog
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,rottweiler,0.28364,miniature_pinscher,0.148112,black-and-tan_coonhound,0.0955848,dog
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,siberian_husky,0.694904,malamute,0.232006,eskimo_dog,0.0506351,dog
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,golden_retriever,0.462556,labrador_retriever,0.454937,kuvasz,0.0241933,dog
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,teddy,0.709545,bath_towel,0.12728499999999998,christmas_stocking,0.028567500000000006,not dog
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,papillon,0.557009,border_collie,0.271963,collie,0.0734729,dog
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,saint_bernard,0.381377,leonberg,0.127998,golden_retriever,0.0693568,dog
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,rottweiler,0.999091,miniature_pinscher,0.000450355,black-and-tan_coonhound,0.00015714,dog
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,porcupine,0.989154,bath_towel,0.00630049,badger,0.00096634,not dog
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,goose,0.980815,drake,0.00691777,hen,0.00525517,not dog
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,labrador_retriever,0.8256700000000001,french_bulldog,0.0566394,staffordshire_bullterrier,0.0540184,dog
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,tibetan_terrier,0.676376,irish_terrier,0.054933400000000014,yorkshire_terrier,0.0405755,dog
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,toy_poodle,0.304175,pug,0.223427,lakeland_terrier,0.07331649999999999,dog
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,borzoi,0.852088,ice_bear,0.13226400000000002,weasel,0.00572998,mixed
667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,chihuahua,0.143957,christmas_stocking,0.118651,ski_mask,0.0924817,mixed
667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,labrador_retriever,0.996709,golden_retriever,0.00168821,beagle,0.0007116669999999999,dog
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,beagle,0.636169,labrador_retriever,0.119256,golden_retriever,0.08254919999999999,dog
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,italian_greyhound,0.125176,standard_poodle,0.08457150000000001,cocker_spaniel,0.0813469,dog
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,hare,0.447893,dhole,0.0924353,chesapeake_bay_retriever,0.08812239999999999,mixed
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,golden_retriever,0.633037,kuvasz,0.14639100000000002,labrador_retriever,0.0461837,dog
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,pembroke,0.435254,cardigan,0.30740700000000004,cocker_spaniel,0.0331583,dog
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,yorkshire_terrier,0.618957,silky_terrier,0.300313,australian_terrier,0.053412,dog
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,pomeranian,0.412893,pembroke,0.312958,chihuahua,0.0719604,dog
667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1,toy_poodle,0.787424,miniature_poodle,0.202225,teddy,0.00404722,mixed
667549055577362432,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,electric_fan,0.984377,spotlight,0.00773671,lampshade,0.00190123,not dog
667550882905632768,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1,web_site,0.998258,dishwasher,0.000201084,oscilloscope,0.000141736,not dog
667550904950915073,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,1,web_site,0.999335,vizsla,8.10632e-05,collie,6.915899999999999e-05,mixed
667724302356258817,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1,ibex,0.6190979999999999,bighorn,0.125119,ram,0.0746732,not dog
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,kuvasz,0.360159,golden_retriever,0.293744,labrador_retriever,0.270673,dog
667766675769573376,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,fire_engine,0.8834930000000001,tow_truck,0.07473389999999999,jeep,0.0127726,not dog
667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1,west_highland_white_terrier,0.360465,pug,0.0934941,ice_bear,0.0690382,mixed
667782464991965184,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,lorikeet,0.466149,hummingbird,0.083011,african_grey,0.0542474,not dog
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,dalmatian,0.5350729999999999,english_setter,0.451219,great_dane,0.00816361,dog
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,flat-coated_retriever,0.508392,chesapeake_bay_retriever,0.262239,curly-coated_retriever,0.048919800000000006,dog
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,toyshop,0.253089,chihuahua,0.187155,brabancon_griffon,0.112799,mixed
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,miniature_pinscher,0.2142,bath_towel,0.146789,chihuahua,0.104152,mixed
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1,malamute,0.967275,siberian_husky,0.0161675,eskimo_dog,0.0112774,dog
667866724293877760,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,jigsaw_puzzle,1.0,prayer_rug,1.0113e-08,doormat,1.7401699999999998e-10,not dog
667873844930215936,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1,common_iguana,0.999647,frilled_lizard,0.00018115,african_chameleon,0.000128357,not dog
667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1,seat_belt,0.200373,miniature_pinscher,0.106003,schipperke,0.104733,mixed
667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1,malamute,0.0885297,golden_retriever,0.08749860000000001,muzzle,0.0750077,mixed
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1,pomeranian,0.8004319999999999,pekinese,0.168445,chihuahua,0.00894952,dog
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,norwegian_elkhound,0.298881,malamute,0.279479,eskimo_dog,0.198428,dog
667911425562669056,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1,frilled_lizard,0.257695,ox,0.23516,triceratops,0.0853169,not dog
667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1,leatherback_turtle,0.452517,boxer,0.196655,terrapin,0.160983,mixed
667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1,labrador_retriever,0.209051,hog,0.20398,newfoundland,0.165914,mixed
667937095915278337,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1,hamster,0.172078,guinea_pig,0.0949242,band_aid,0.0599952,not dog
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,pembroke,0.548896,cardigan,0.191101,collie,0.0598141,dog
668142349051129856,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,angora,0.918834,hen,0.037793400000000005,wood_rabbit,0.0110149,not dog
668154635664932864,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,arctic_fox,0.473584,wallaby,0.261411,white_wolf,0.0809478,not dog
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,chihuahua,0.664834,cowboy_boot,0.060343,giant_panda,0.0598375,mixed
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1,blenheim_spaniel,0.958402,cocker_spaniel,0.0267643,welsh_springer_spaniel,0.00778991,dog
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1,labrador_retriever,0.65518,golden_retriever,0.107884,chesapeake_bay_retriever,0.0658347,dog
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,chow,0.395101,golden_retriever,0.372115,labrador_retriever,0.148785,dog
668226093875376128,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,trombone,0.390339,cornet,0.314149,french_horn,0.255182,not dog
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,chow,0.8093199999999999,minivan,0.07131069999999999,pekinese,0.0378696,mixed
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1,chihuahua,0.7345470000000001,miniature_pinscher,0.06829439999999999,toy_terrier,0.0463671,dog
668256321989451776,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1,canoe,0.407683,paddle,0.11555,pembroke,0.0944294,mixed
668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,1,pembroke,0.48483,cardigan,0.425303,basenji,0.0147535,dog
668274247790391296,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,1,soft-coated_wheaten_terrier,0.406374,lakeland_terrier,0.263854,toy_poodle,0.150844,dog
668286279830867968,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,1,golden_retriever,0.215944,basset,0.189214,cardigan,0.11301,dog
668291999406125056,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,1,web_site,0.995535,skunk,0.00136349,badger,0.00068565,not dog
668297328638447616,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,1,king_penguin,0.606747,ice_bear,0.264221,eskimo_dog,0.0327838,mixed
668466899341221888,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,1,shopping_basket,0.398361,hamper,0.363222,bassinet,0.0841735,not dog
668480044826800133,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,1,arctic_fox,0.119243,labrador_retriever,0.0999648,pug,0.0867165,mixed
668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,1,standard_poodle,0.587372,bedlington_terrier,0.182411,afghan_hound,0.040968,dog
668496999348633600,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,1,staffordshire_bullterrier,0.412879,miniature_pinscher,0.16148800000000002,american_staffordshire_terrier,0.112495,dog
668507509523615744,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,1,basenji,0.0553794,shetland_sheepdog,0.0543221,whippet,0.0519134,dog
668528771708952576,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,1,labrador_retriever,0.195835,kuvasz,0.121607,english_setter,0.08146439999999999,dog
668537837512433665,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,1,lakeland_terrier,0.372988,toy_poodle,0.250445,chihuahua,0.189737,dog
668542336805281792,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,1,american_staffordshire_terrier,0.267695,french_bulldog,0.25405,staffordshire_bullterrier,0.212381,dog
668544745690562560,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,1,bearskin,0.42787,bow,0.258858,panpipe,0.0215626,not dog
668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,1,shih-tzu,0.985649,lhasa,0.00707832,pekinese,0.00305323,dog
668614819948453888,https://pbs.twimg.com/media/CUdloW8WEAAxB_Y.jpg,1,bustard,0.380772,pelican,0.100554,crane,0.0847135,not dog
668620235289837568,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,1,crash_helmet,0.757942,toaster,0.0374968,mouse,0.0272709,not dog
668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,4,chihuahua,0.708163,pomeranian,0.0913719,titi,0.0673255,mixed
668625577880875008,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,1,ox,0.0715361,groenendael,0.0544548,angora,0.045028,mixed
668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,1,french_bulldog,0.965403,pug,0.00860381,boston_bull,0.00800356,dog
668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,1,miniature_schnauzer,0.904549,australian_terrier,0.0225294,silky_terrier,0.015243200000000004,dog
668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,1,pekinese,0.589011,shih-tzu,0.390987,japanese_spaniel,0.00331035,dog
668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,1,komondor,0.999956,llama,4.3098100000000013e-05,ram,2.1609e-07,mixed
668641109086707712,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,1,vacuum,0.432594,pug,0.146311,toilet_tissue,0.0245003,mixed
668643542311546881,https://pbs.twimg.com/media/CUd_wYRWUAAZsKr.jpg,1,common_iguana,0.483972,frilled_lizard,0.111377,sandbar,0.0789834,not dog
668645506898350081,https://pbs.twimg.com/media/CUeBiqgXAAARLbj.jpg,1,ski_mask,0.302854,knee_pad,0.0968812,balance_beam,0.08407560000000001,not dog
668655139528511488,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,1,beagle,0.31911,italian_greyhound,0.103338,basenji,0.09193,dog
668779399630725120,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,1,chesapeake_bay_retriever,0.285508,weimaraner,0.146832,black-footed_ferret,0.0608648,mixed
668815180734689280,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,1,redbone,0.461172,italian_greyhound,0.270733,miniature_pinscher,0.109752,dog
668826086256599040,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,1,malinois,0.640185,irish_terrier,0.1537,rhodesian_ridgeback,0.0684565,dog
668852170888998912,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,1,golden_retriever,0.903529,tibetan_mastiff,0.041497000000000006,kuvasz,0.0225005,dog
668872652652679168,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,1,teddy,0.413379,pillow,0.325623,miniature_schnauzer,0.0355366,mixed
668892474547511297,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,1,kelpie,0.421979,collie,0.22706,cardigan,0.168211,dog
668902994700836864,https://pbs.twimg.com/media/CUhruUgUAAAa8FQ.jpg,1,brittany_spaniel,0.828425,ibizan_hound,0.043082,blenheim_spaniel,0.0280036,dog
668932921458302977,https://pbs.twimg.com/media/CUiG6_ZXAAAPaw_.jpg,1,standard_poodle,0.237638,old_english_sheepdog,0.195573,toy_poodle,0.14465799999999998,dog
668955713004314625,https://pbs.twimg.com/media/CUibq3uVAAAup_O.jpg,1,cocker_spaniel,0.367492,lakeland_terrier,0.272621,soft-coated_wheaten_terrier,0.0670063,dog
668960084974809088,https://pbs.twimg.com/media/CUifpn4WUAAS5X3.jpg,1,shower_curtain,0.226309,chesapeake_bay_retriever,0.165878,bathtub,0.0567261,mixed
668975677807423489,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,1,basset,0.605437,welsh_springer_spaniel,0.184783,saint_bernard,0.116299,dog
668979806671884288,https://pbs.twimg.com/media/CUixld6WoAArDrJ.jpg,1,golden_retriever,0.608537,irish_setter,0.097078,redbone,0.0760222,dog
668981893510119424,https://pbs.twimg.com/media/CUize-0WEAAerAK.jpg,1,jellyfish,0.447246,coral_reef,0.238625,goldfish,0.0402269,not dog
